C001382531,Future Retail Limited,WED TUGHALPUR - 2
C001382532,ARYAVART MEDICOS,WED - OUTER
C001382533,HIGLANCE LABORATORIES PVT LTD,MON TUGAHLPUR
C001382534,ROUNAK DENTAL CENTRE VIHAAN ME,TUE-J.FARM & RAMPUR
C001382535,PAWAN MEDICAL STORE,THU GAMMA ALPHA - 2
C001382536,ANANT WELLNESS,MON TUGAHLPUR
C001382537,V.R. MEDICOS,THU GAMMA ALPHA
C001382538,NANDAN MEDICAL STORE,SAT SURAJ PUR - 2
C001382539,VIJAY MEDICOS,TUE J. FARM & RAMPUR
C001382540,TABS & CAPS,THU GAMMA ALPHA - 2
C001382541,RATAN - MEDICOS PVT. LTD.,WED - OUTER
C001382542,LONG LIFE MEDICOSE,TUE-J.FARM & RAMPUR
C001382543,RAM- MEDICINES,THU GAMMA ALPHA
C001382544,KRISHAN MEDICAL STORE,THU GAMMA ALPHA - 2
C001382545,RIDDHI MEDICOS,TUE J. FARM & RAMPUR
C001382547,MEDI PLUS PHARMACY,THU GAMMA ALPHA
C001382548,TANNU COSMATICS,WED TUGHALPUR - 2
C001382550,VANDANA COSMATICS,TUE-J.FARM & RAMPUR
C001382556,BABU STORES,WED - OUTER
C001382565,DISHA COSMATICS,THU GAMMA ALPHA - 2
C001382566,E-VOLENTI GENERAL STORE,WED - OUTER
C001382568,Soni Supermart,WED - OUTER
C001382569,JAIN DEPARTMENTAL STORE,TUE-J.FARM & RAMPUR
C001382570,BAJRANG SHOPPING CENTRE,THU GAMMA ALPHA - 2
C001382571,LUXMI SUPER GENERAL STORE,THU GAMMA ALPHA
C001382572,AGGARWAL KIRANA STORE,THU GAMMA ALPHA - 2
C001382573,KALIKA PROVISION STORE,THU GAMMA ALPHA
C001382574,HARI OM PROVISION STORE,THU GAMMA ALPHA
C001382575,KUMAR PROVISION STORE,THU GAMMA ALPHA
C001382576,AGGARAWL KIRANA & GENERAL STOR,THU GAMMA ALPHA - 2
C001382577,SARVODYA MILK FOOD,WED - OUTER
C001382579,BIG SHOP,MON - OUTER - 2
C001382582,HARIOM DEPARTMENTAL STORE,THU GAMMA ALPHA
C001382585,GARG MEDICAL STORE,THU GAMMA ALPHA - 2
C001382587,HEALTH CARE PHARMACY,THU GAMMA ALPHA - 2
C001382589,GOYAL MEDICAL STORE,SAT SURAJ PUR
C001382593,JAI MEDICAL STORE,MON TUGAHLPUR
C001382594,WE CARE PHARMACY,MON - OUTER - 2
C001382596,MUSKAN MEDICAL STORE,WED TUGHALPUR - 2
C001382597,NEW UNIVERSAL MEDICARE,TUE J. FARM & RAMPUR
C001382598,SRI RAM MEDICOSE,THU GAMMA ALPHA - 2
C001382599,FAIMLY MEDICOSE,MON TUGAHLPUR
C001382600,SAIFICA MEDICAL STORE,SAT SURAJ PUR
C001382608,GARG MEDICOSE,THU GAMMA ALPHA
C001382609,VEER MEDICAL STORE,THU GAMMA ALPHA - 2
C001382611,MAHAVIR MEDICAL STORE,SAT SURAJ PUR - 2
C001382612,HARSH MEDICOSE,THU GAMMA ALPHA - 2
C001382613,JAIN SHREE GROCERY,MON - OUTER - 2
C001382614,RATAN - MEDICOSE PVT. LTD.,THU GAMMA ALPHA - 2
C001382616,RADHA MEDICAL HALL,MON - OUTER - 2
C001382618,SISHODIYA MEDICAL STORE,TUE J. FARM & RAMPUR
C001382628,ANMOL PHARMACY,SAT SURAJ PUR
C001382629,BALAJI MEDICAL STORE,WED - OUTER
C001382632,SHIVAM MEDICAL STORE,SAT SURAJ PUR
C001382633,SHRI AMRIT PHARMACY,TUE-J.FARM & RAMPUR
C001382634,EVERGREEN PHARMA,THU GAMMA ALPHA - 2
C001382635,CONCERN AND CARE PHARMACY,WED - OUTER
C001382637,LIFE CARE PHARMACY,THU GAMMA ALPHA
C001382638,ASHIRWAD PHARMACY,THU GAMMA ALPHA
C001382639,RATAN - MEDICOSE PVT. LTD.,MON TUGAHLPUR
C001382640,HARI MEDICAL STORE,SAT SURAJ PUR
C001382641,DEODHAR MEDICAL STORE,SAT SURAJ PUR
C001382642,SHIV MEDICAL STORE,SAT SURAJ PUR
C001382643,SANJEEVANI MEDICAL STORE,SAT SURAJ PUR
C001382644,HARSH MEDICAL STORE,TUE J. FARM & RAMPUR
C001382645,SHANTI MEDICAL STORE,SAT SURAJ PUR - 2
C001382646,ROHIT MEDICAL STORE,MON TUGAHLPUR
C001382647,MITHILESH MEDICOSE,SAT SURAJ PUR - 2
C001382651,SHUBH MEDICAL,MON TUGAHLPUR
C001382654,GAGAN MEDICOSE,WED TUGHALPUR - 2
C001382655,MED POINT  PHARMACY & COSMATIC,MON - OUTER - 2
C001382656,SATYARTH GREEN PRODUCTS,THU GAMMA ALPHA - 2
C001382659,9 TO 9 MERCATO,MON - OUTER - 2
C001382660,THE FAMILY MART,MON - OUTER - 2
C001382663,HONEY MONEY TOP RETAIL PRIVATE,MON TUGAHLPUR
C001382664,SURYA DEPARTMENTAL STORE,THU GAMMA ALPHA
C001382666,MANGALA ARYA RETAIL AND ECOMME,TUE-J.FARM & RAMPUR
C001382667,CALYFOX RETAILS PRIVATE LIMITE,WED - OUTER
C001382668,DEV SHOPPEE,MON - OUTER - 2
C001382669,Every Day Shopping Mart Pvt. L,WED - OUTER
C001382670,SUVIDHA RETAILORS,WED - OUTER
C001382671,OM RETAIL MART,TUE-J.FARM & RAMPUR
C001382672,TBL PROJECTS LIMITED,THU GAMMA ALPHA - 2
C001382674,G-ONE FRESH SHOPING MART,SAT SURAJ PUR - 2
C001382677,SAVERS CART,TUE-J.FARM & RAMPUR
C001382678,BHAWANI MART,MON - OUTER - 2
C001382679,KING BAZAR,SAT SURAJ PUR - 2
C001382681,SHANKAR GENERAL STORE,TUE J. FARM & RAMPUR
C001382683,POOJA SHANKAR,TUE J. FARM & RAMPUR
C001382684,GURUKRIPA MEDICAL STORE,TUE-J.FARM & RAMPUR
C001382685,FRESH ZONE,WED - OUTER
C001382686,SUNIL KIRANA STORE,WED - OUTER
C001382687,OM ATTA CHAKKI,TUE-J.FARM & RAMPUR
C001382689,AGGARWAL KIRANA STORE,MON TUGAHLPUR
C001382690,MORNING CHOICE STORE,THU GAMMA ALPHA
C001382691,USHA DEPARTMENTAL STORE,WED - OUTER
C001382692,SHRI JEE GENERAL STORE,WED - OUTER
C001382693,MAHA LUXMI GENERAL STORE,WED - OUTER
C001382694,SHRI GANESH KIRANA STORE,WED TUGHALPUR - 2
C001382695,GANPATI KIRANA STORE,WED TUGHALPUR - 2
C001382697,CHIDHA SINGH KIRANA STORE,WED TUGHALPUR - 2
C001382698,MANOJ SINGHAL KIRANA STORE,SAT SURAJ PUR - 2
C001382700,AGGAWAL TRADERS,MON TUGAHLPUR
C001382704,MITTAL STORES,TUE-J.FARM & RAMPUR
C001382706,KAMAL GENERAL STORE,SAT SURAJ PUR - 2
C001382707,MONU KIRANA STORE,SAT SURAJ PUR
C001382708,SINGHAL PROVISION STORE,SAT SURAJ PUR - 2
C001382709,ANSHU GENERAL STORE,SAT SURAJ PUR - 2
C001382710,HEENA SHOPPING CENTRE,SAT SURAJ PUR - 2
C001382711,PRASAD GROCERY & VEGETABLE STO,SAT SURAJ PUR
C001382712,DAILY SHOPING MART,WED - OUTER
C001382713,SWASTIK SUPER BAZAR,SAT SURAJ PUR
C001382714,GARG KIRANA STORE,SAT SURAJ PUR - 2
C001382715,SHRI BALAJI BEAUTY SHOP,SAT SURAJ PUR - 2
C001382716,SHAH MEDICOSE,SAT SURAJ PUR
C001382719,VIKAS KIRANA STORE,SAT SURAJ PUR - 2
C001382720,GUPTA GENERAL STORE,WED - OUTER
C001382721,HARIOM PROVISION STORE,WED - OUTER
C001382722,POORVANCHAL KIRANA STORE,SAT SURAJ PUR - 2
C001382723,A.K. KIRANA STORE,SAT SURAJ PUR
C001382724,SHOPPERS POINT,TUE J. FARM & RAMPUR
C001382725,BIG SHOP,MON - OUTER - 2
C001382726,SHIV SHAKTI GENERAL STORE,TUE J. FARM & RAMPUR
C001382728,AGGARWAL TRADING CO.,TUE J. FARM & RAMPUR
C001382729,DHRUV KIRANA STORE,TUE-J.FARM & RAMPUR
C001382730,SUMMIT TRADERS,TUE-J.FARM & RAMPUR
C001382731,SUBASH GENERAL STORE,THU GAMMA ALPHA - 2
C001382732,GOYAL ENTERPRISES,THU GAMMA ALPHA
C001382733,CHAUDHARY ATTA CHAKKI,THU GAMMA ALPHA - 2
C001382734,KULDEEP KIRANA STORE,THU GAMMA ALPHA
C001382735,APNA STORE,THU GAMMA ALPHA
C001382737,SINGHAL PROVISION STORE,THU GAMMA ALPHA - 2
C001382738,SHIV GENERAL STORE,WED - OUTER
C001382739,BALAJI KIRANA STORE,WED TUGHALPUR - 2
C001382741,THE NATURES ENERGY,THU GAMMA ALPHA
C001382742,KUMAR ENTERPRISES,TUE J. FARM & RAMPUR
C001382743,SARVODYA MILK AND VEGETABLE MA,MON - OUTER - 2
C001382745,GANESH KIRANA & GENERAL STORE,SAT SURAJ PUR
C001382746,JAI SHREE RAM KIRANA STORE,SAT SURAJ PUR - 2
C001382747,SMARTY TELECOM & SERVICES,TUE-J.FARM & RAMPUR
C001382749,SANJAY GENERAL STORE,MON - OUTER - 2
C001382751,MAA BHAGWATI GENERAL STORE,MON - OUTER - 2
C001382752,ADEN STORES,WED - OUTER
C001382754,GAYATRI ENTERPRISES,MON - OUTER - 2
C001382755,HAMARA SAHYOG,MON - OUTER - 2
C001382757,MAHAVIRA GENERAL STORE,TUE J. FARM & RAMPUR
C001382758,SHISHODIA KIRANA STORE,WED - OUTER
C001382759,SHRI VINAYAK STORES,MON - OUTER - 2
C001382762,BALAJI PROVISION STORE,THU GAMMA ALPHA
C001382764,MITTAL GENERAL STORE,MON - OUTER - 2
C001382767,BALAJI DEPARTMENTAL STORE,MON - OUTER - 2
C001382768,PATHAK GENERAL STORE,THU GAMMA ALPHA
C001382770,POOJA KIRANA STORE GN,MON TUGAHLPUR
C001382772,ARSH PROVISION STORE,SAT SURAJ PUR - 2
C001382773,MOHSIN KIRANA & CONFECTIONAR,SAT SURAJ PUR - 2
C001382774,AMRIT STORE,THU GAMMA ALPHA
C001382775,AGGARAWAL DEPARTMENTAL STORE,TUE J. FARM & RAMPUR
C001382777,SANTOSH GENERAL STORE,TUE-J.FARM & RAMPUR
C001382778,JAGGAN NATH GUPTA,TUE-J.FARM & RAMPUR
C001382779,TANEJA COSMETICS & GIFT SHOP,THU GAMMA ALPHA
C001382780,MUSKAN KIRANA & ANDA STORE,SAT SURAJ PUR - 2
C001382782,BALAJI KIRANA STORE SN,WED - OUTER
C001382784,ANSHIKA COSMATICS,MON TUGAHLPUR
C001382785,ANSHIKA COSMATICS & GIFT,TUE J. FARM & RAMPUR
C001382786,PAPPY TRADERS,SAT SURAJ PUR
C001382788,COLOURS COSMATICS,TUE-J.FARM & RAMPUR
C001382789,BIHAR KIRANA STORE,SAT SURAJ PUR
C001382790,SUNDER SHOPPING HOUSE,SAT SURAJ PUR - 2
C001382791,KUMAU KIRANA STORE,SAT SURAJ PUR
C001382792,FAROOKH TRADING CO,SAT SURAJ PUR
C001382795,CAFE - DE -AMAN,TUE-J.FARM & RAMPUR
C001382796,GRENO STATIONARY,TUE J. FARM & RAMPUR
C001382797,CHANDANI KIRANA  STORE,SAT SURAJ PUR
C001382798,OM SAI KIRANA STORE,WED TUGHALPUR - 2
C001382799,MANOJ KIRANA STORE,MON TUGAHLPUR
C001382800,HARI OM KIRANA STORE,MON TUGAHLPUR
C001382801,NEELAM GENERAL STORE,WED - OUTER
C001382803,RADHEY KIRANA STORE,WED TUGHALPUR - 2
C001382804,KAJAL KIRANA STORE,MON TUGAHLPUR
C001382805,GURU KRIPA KIRANA STORE,MON TUGAHLPUR
C001382806,PAWAN KIRANA STORE,WED TUGHALPUR - 2
C001382807,SANGAM KIRANA STORE,SAT SURAJ PUR - 2
C001382810,VIJAY KIRANA STORE,MON TUGAHLPUR
C001382811,PAPPU PANSARI KIRANA STORE,MON TUGAHLPUR
C001382813,PEER BABA KIRANA STORE,WED TUGHALPUR - 2
C001382814,JAGGI KIRANA STORE,MON TUGAHLPUR
C001382815,NAVIN KIRANA STORE  GN,WED - OUTER
C001382816,OM SAI BANGLES KIRANA STORE,WED TUGHALPUR - 2
C001382818,POOJA KIRANA STORE,SAT SURAJ PUR
C001382822,SIKANDER KIRANA STORE,SAT SURAJ PUR - 2
C001382824,LUCKY GIFT GALLARY,WED - OUTER
C001382825,MONU PROVISION STORE,TUE J. FARM & RAMPUR
C001382828,AGGARWAL PROVISION AVJ,MON - OUTER - 2
C001382829,SONU STORE,WED TUGHALPUR - 2
C001382830,NIZAM GENERAL STORE,WED TUGHALPUR - 2
C001382831,RATAN LAL GENERAL STORE,WED TUGHALPUR - 2
C001382832,RADHA RANI GENERAL STORE,THU GAMMA ALPHA
C001382833,JAI AMBEY COSMATICS STORE,SAT SURAJ PUR
C001382836,OM PRAKASH KIRANA STORE,MON TUGAHLPUR
C001382837,OM SHANTI PROVISION STORE,THU GAMMA ALPHA
C001382838,RAMESHWARAM KIRANA STORE,SAT SURAJ PUR
C001382839,ROHIT GARG KIRANA STORE,WED TUGHALPUR - 2
C001382840,SUMIT GENERAL STORE,MON - OUTER - 2
C001382841,CAMPUS GIFT GALLARY,WED TUGHALPUR - 2
C001382842,A TO Z STORES,WED - OUTER
C001382843,SARTHAK TRADING CO,SAT SURAJ PUR - 2
C001382846,NOIDA SHOP,WED TUGHALPUR - 2
C001382847,GOYAL STORE,THU GAMMA ALPHA
C001382849,PRINCE KIRANA STORE,TUE-J.FARM & RAMPUR
C001382851,RAJ KIRANA STORE,SAT SURAJ PUR - 2
C001382852,SHRI SHYAM KIRANA STORE,TUE-J.FARM & RAMPUR
C001382853,JANAKI PROVISION STORE,WED - OUTER
C001382854,FRIENDSPROVISION STORE,MON TUGAHLPUR
C001382855,VISHNU CANTEEN,THU GAMMA ALPHA
C001382856,PRINCE DEPARTMENTAL STORE,TUE J. FARM & RAMPUR
C001382857,VERMA CANTEEN STORE,TUE J. FARM & RAMPUR
C001382858,DHAMA SUPER STORE,WED - OUTER
C001382859,RAHUL CANTEEN STORE,TUE J. FARM & RAMPUR
C001382860,PRITAM KIRANA STORE,WED - OUTER
C001382861,STORE 12,WED - OUTER
C001382862,KAMANI COSMATICS,WED TUGHALPUR - 2
C001382863,TARUN KIRANA STORE,WED TUGHALPUR - 2
C001382865,HABVIR KIRANA STORE,TUE J. FARM & RAMPUR
C001382866,DKPL SUPER MART,TUE J. FARM & RAMPUR
C001382867,SHRI GANESH KIRANA STORE,WED - OUTER
C001382868,YASH RAJ DEPARTMENTAL STORE,MON - OUTER - 2
C001382869,MAA ANPURNA,TUE J. FARM & RAMPUR
C001382870,SANJU DEPARTMENTAL STORE,WED - OUTER
C001382871,GUPTA GROCERY STORE,WED - OUTER
C001382872,FRIENDS PROVISIONAL STORE,MON - OUTER - 2
C001382873,MANGLA ENTERPRISES,MON - OUTER - 2
C001382874,SHIV GENERAL STORE SP,SAT SURAJ PUR - 2
C001382875,AAYAN KIRANA STORE,SAT SURAJ PUR
C001382876,PRACHI OVERSEAS,SAT SURAJ PUR - 2
C001382877,HARI OM KIRANA STORE,WED - OUTER
C001382878,OM SHANTI MEDICAL STORE,SAT SURAJ PUR
C001382879,SANDEEP MEDICAL STORE,SAT SURAJ PUR
C001382880,ASRA KIRANA STORE,SAT SURAJ PUR
C001382881,GAURAV ENTERPRISES,SAT SURAJ PUR - 2
C001382882,SHOBIT TRADING CO,SAT SURAJ PUR - 2
C001382883,SINGHAL TRADING CO,SAT SURAJ PUR - 2
C001382884,KULDEEP KIRANA STORE,SAT SURAJ PUR
C001382885,GAURAV KIRANA STORE,SAT SURAJ PUR - 2
C001382886,BALAJI KIRANA STORES,SAT SURAJ PUR
C001382887,KAVYA & BROTHERS,SAT SURAJ PUR
C001382888,FARHAN AALAM CONFECTIONERS,SAT SURAJ PUR
C001382889,AVNEESH KIRANA STORE,SAT SURAJ PUR - 2
C001382890,OM DEPARTMENTAL STORE,MON - OUTER - 2
C001382891,KESHAV KIRANA STORE,MON TUGAHLPUR
C001382892,NAGAR GENERAL STORE,MON TUGAHLPUR
C001382893,TBL SHOP,THU GAMMA ALPHA
C001382894,RS ENTERPRISES,TUE-J.FARM & RAMPUR
C001382895,SHIV SHAKTI  ENTERPRISES,TUE-J.FARM & RAMPUR
C001382896,PAWAN CHAURASIA,THU GAMMA ALPHA - 2
C001382897,SHRI BALA JI MEDICOSE,MON - OUTER - 2
C001382898,JAI BHAWANI KIRANA STORE,TUE-J.FARM & RAMPUR
C001382899,BABA CANTEEN,TUE J. FARM & RAMPUR
C001382914,SAIFFI KIRANA STORE,SAT SURAJ PUR - 2
C001382916,DUBEY TRADERS,SAT SURAJ PUR - 2
C001382920,TILAPATA GROCERY MART,SAT SURAJ PUR - 2
C001382921,BANSHI CONFECTIONERS,SAT SURAJ PUR - 2
C001382922,SHIV DEPARTMENTAL STORE,SAT SURAJ PUR - 2
C001382923,LOKESH KIRANA STORE,SAT SURAJ PUR - 2
C001382924,NEHA KIRANA STORE,MON TUGAHLPUR
C001382925,AALAM KIRANA STORE,WED TUGHALPUR - 2
C001382926,AJIS DEPARTMENTAL STORE,WED - OUTER
C001382927,MITTAL & SONS,TUE J. FARM & RAMPUR
C001382928,BHUMESH KIRANA STORE,SAT SURAJ PUR
C001382930,SINGHAL TRADERS,SAT SURAJ PUR - 2
C001382931,SINGHAL  BROTHRS,SAT SURAJ PUR
C001382932,MITTAL PROVISION STORE,TUE-J.FARM & RAMPUR
C001382936,K K STORE,SAT SURAJ PUR
C001382937,KHUSHI ENTERPRISES,TUE-J.FARM & RAMPUR
C001382942,CHIDDA KIRANA STORE,MON TUGAHLPUR
C001382944,MANISH KIRANA STORE,MON TUGAHLPUR
C001382945,GOYAL TRADERS,SAT SURAJ PUR
C001382946,SAURABH MEDICAL STORE,WED TUGHALPUR - 2
C001382947,SHIV TRADERS,MON TUGAHLPUR
C001382948,BANSAL TRADING COMPANY,TUE J. FARM & RAMPUR
C001382951,NAVEEN TRADERS,WED TUGHALPUR - 2
C001382952,MUSKAN TRADERS,TUE J. FARM & RAMPUR
C001564207,GOYAL SUPERMART,TUE-J.FARM & RAMPUR
C001564208,ARN MEGAMART LLP,WED - OUTER
C001751454,YUKTI TRADING COMPANY,TUE-J.FARM & RAMPUR
C001751455,SHRI KUNJ KIRANA STORE,MON TUGAHLPUR
C001765629,SHREE OM GENERAL STORE,WED - OUTER
C001799099,GANGA TRADERS,WED - OUTER